ASIN,Brand,Title,Retail_Price_USD,Deal_Price_USD,Discount_Percent,Canonical_Deal_URL,Last_Verified_At
B0FFTPTP3Z,"Jessica Simpson","Jessica Simpson Xia High Heel Mule, Toasted Pecan, 5.5",99.00,21.57,78,https://thefashiondeals.com/deal/jessica-simpson-xia-high-heel-mule-toasted-pecan-55-b0fftptp3z?utm_source=weekly_index_csv,"2026-09-17 12:01:23"
B0FN13CKRC,"Jessica Simpson","Jessica Simpson Favica Embellished Buckle High Heel Mule, Black, 11",109.00,24.29,78,https://thefashiondeals.com/deal/jessica-simpson-favica-embellished-buckle-high-heel-mule-black-11-b0fn13ckrc?utm_source=weekly_index_csv,"2026-09-17 12:01:11"
B0G4K7LWZD,Disney,"Disney Lilo & Stitch Boys Swim Set – 2‑Piece Elastic Rash Guard Shirt & Swim Trunks, Blue, UPF 50+, 12‑18 Months",45.99,9.99,78,https://thefashiondeals.com/deal/disney-lilo-stitch-boys-swim-set-boy-2-piece-swimsuit-elastic-bathing-suit-swimwear-set-summer-rash-guard-shirt-swim-b0g4k7lwzd?utm_source=weekly_index_csv,"2026-09-17 12:01:23"
B0G4K7RLDJ,Disney,"Disney Lilo & Stitch Boys Swim Set Green Rash Guard & Trunks UPF 50+ Quick-Dry 2-Piece Beach Outfit",45.99,9.99,78,https://thefashiondeals.com/deal/disney-lilo-stitch-boys-swim-set-child-quick-dry-swimsuit-green-elastic-bathing-suit-swimwear-set-summer-rash-guard-sh-b0g4k7rldj?utm_source=weekly_index_csv,"2026-09-17 12:00:53"
B0GTQ63M9M,Sweetyweee,"Sweetyweee 3 Pack Womens Maternity Shorts, 3-Color, Medium",35.99,8.29,77,https://thefashiondeals.com/deal/sweetyweee-3-pack-womens-maternity-shorts-3-color-medium-b0gtq63m9m?utm_source=weekly_index_csv,"2026-09-17 13:00:29"
B0DK829TZR,Keds,"Keds Womens Champion Leather Lace Up White/Black Dalmata Leather 5 Medium",64.95,14.96,77,https://thefashiondeals.com/deal/keds-womens-champion-leather-lace-up-whiteblack-dalmata-leather-5-medium-b0dk829tzr?utm_source=weekly_index_csv,"2026-09-17 12:01:28"
B0FX8SHKMQ,INCERUN,"INCERUN Mens Swim Trunks with Compression Liner Quick Dry Bathing Suit Waterproof 2 in 1 Swimming Beach Board Shorts Swimwear Swimsuit for Men with 3 Zipper Pockets Blue XX-Large",29.99,6.99,77,https://thefashiondeals.com/deal/incerun-mens-swim-trunks-with-compression-liner-quick-dry-bathing-suit-waterproof-2-in-1-swimming-beach-board-shorts-swi-b0fx8shkmq?utm_source=weekly_index_csv,"2026-09-17 09:56:22"
B0F1DSHYQG,"Jessica Simpson","Jessica Simpson Soltiea Ankle Strap Pump, Black, 11",99.00,22.99,77,https://thefashiondeals.com/deal/jessica-simpson-soltiea-ankle-strap-pump-black-11-b0f1dshyqg?utm_source=weekly_index_csv,"2026-09-17 12:01:34"
B0FX8PCWQ4,INCERUN,"INCERUN Men's Swim Trunks with Compression Liner – Quick‑Dry Waterproof 2‑in‑1 Board Shorts with 3 Zipper Pockets, Black Camo, XX‑Large",29.99,6.99,77,https://thefashiondeals.com/deal/incerun-mens-swim-trunks-with-compression-liner-quick-dry-bathing-suit-waterproof-2-in-1-swimming-beach-board-shorts-swi-b0fx8pcwq4?utm_source=weekly_index_csv,"2026-09-17 09:56:29"
B09JBC4SZB,Samsung,"Samsung Galaxy Watch 4 Classic 42mm Smartwatch with ECG Monitor and GPS - Black (Renewed)",329.58,79.88,76,https://thefashiondeals.com/deal/samsung-galaxy-watch-4-classic-42mm-smartwatch-with-ecg-monitor-tracker-for-health-fitness-running-sleep-cycles-gps-fall-b09jbc4szb?utm_source=weekly_index_csv,"2026-09-17 10:01:13"
B0G92CJRQS,SPVISE,"SPVISE Men's Athletic Compression Pants - Royal Blue Active Tights with Phone Pockets for Football, Basketball, and Hiking",10.78,2.56,76,https://thefashiondeals.com/deal/spvise-royal-blue-mens-athletic-compression-pants-with-phone-pockets-active-tights-leggings-for-football-basketball-hik-b0g92cjrqs?utm_source=weekly_index_csv,"2026-09-17 12:56:50"
B0D3FDC4D8,"Cicy Bell","Cicy Bell Women's Hollow Out Maxi Skirt – High Waisted Boho Fringe Hem, Summer Khaki Long Skirt",62.99,14.99,76,https://thefashiondeals.com/deal/cicy-bell-womens-hollow-out-maxi-skirts-summer-high-waisted-boho-fringe-hem-long-skirt-khaki-b0d3fdc4d8?utm_source=weekly_index_csv,"2026-09-13 13:58:20"
B0GH6S6G8S,JoyMotion,"JoyMotion Men's Workout Hooded Tank Top 3‑Pack – XX‑Large, 3 Colors",36.99,8.99,76,https://thefashiondeals.com/deal/joymotion-3-pack-mens-workout-hooded-tank-tops-3-color-xx-large-b0gh6s6g8s?utm_source=weekly_index_csv,"2026-09-17 12:53:22"
B0DP2TCZV3,Neer,"Neer 2 Pack Women's Linen Pants with Pocket, 2-Color, X-Large",45.99,11.29,75,https://thefashiondeals.com/deal/neer-2-pack-womens-linen-pants-with-pocket-2-color-x-large-b0dp2tczv3?utm_source=weekly_index_csv,"2026-09-17 12:08:38"
B0FW17Y6XM,"Vince Camuto","Vince Camuto Womens Catisha Ballet Flat Coconut Cream 10",110.00,27.97,75,https://thefashiondeals.com/deal/vince-camuto-womens-catisha-ballet-flat-coconut-cream-10-b0fw17y6xm?utm_source=weekly_index_csv,"2026-09-17 12:02:11"
B0DRF5R9F9,ZITY,"ZITY Men’s Golf Shirt – Short Sleeve Print Pattern Performance Polo with Moisture‑Wicking Fabric",39.99,9.99,75,https://thefashiondeals.com/deal/zity-mens-golf-shirts-short-sleeve-print-patterns-performance-moisture-wicking-polo-shirt-b0drf5r9f9?utm_source=weekly_index_csv,"2026-09-17 12:02:31"
B0971KF923,Reebok,"Reebok Classic Leather Sneakers for Men, Footwear White/Footwear White/Pure Grey3, 3.5",85.00,21.24,75,https://thefashiondeals.com/deal/reebok-classic-leather-sneakers-for-men-footwear-white-footwear-white-pure-grey3-3-5-b0971kf923?utm_source=weekly_index_csv,"2026-09-17 10:29:13"
B0G33G2SPY,SUUKSESS,"SUUKSESS Halter Workout Top for women Backless Tank with Adjustable Strap",38.95,9.95,74,https://thefashiondeals.com/deal/suuksess-halter-workout-top-for-women-backless-tank-with-adjustable-strap-b0g33g2spy?utm_source=weekly_index_csv,"2026-09-17 12:02:37"
B01BCPGWX0,IZOD,"IZOD Junior's Uniform Stretch Twill Skinny Pant, Navy, 5",44.00,11.65,74,https://thefashiondeals.com/deal/izod-juniors-uniform-stretch-twill-skinny-pant-navy-5-b01bcpgwx0?utm_source=weekly_index_csv,"2026-09-17 12:02:10"
B0FFTPM1PZ,"Jessica Simpson","Jessica Simpson Xia High Heel Mule, Black, 5.5",99.00,26.16,74,https://thefashiondeals.com/deal/jessica-simpson-xia-high-heel-mule-black-55-b0fftpm1pz?utm_source=weekly_index_csv,"2026-09-17 12:02:31"
B0G4XFNVPZ,"WHITE MOUNTAIN","WHITE MOUNTAIN Women's Wallace Moc Penny Loafer, Sand/Smooth, 6.5 M",89.00,23.48,74,https://thefashiondeals.com/deal/white-mountain-womens-wallace-moc-penny-loafer-sandsmooth-65-m-b0g4xfnvpz?utm_source=weekly_index_csv,"2026-09-17 12:07:25"
B076V6FLTV,Columbia,"Columbia Women's Glacial IV Half Zip Fleece Jacket – Warm Black Fleece, Medium",55.00,14.30,74,https://thefashiondeals.com/deal/columbia-womens-glacial-iv-half-zip-fleece-jacket-black-medium-b076v6fltv?utm_source=weekly_index_csv,"2026-09-17 15:28:59"
B0GLQ3PJQX,Oakgarden,"Oakgarden Girls Gingham Wide Leg Pants – Orange Pink, Size 13-14",18.99,4.99,74,https://thefashiondeals.com/deal/oakgarden-girls-gingham-wide-leg-pants-orange-pink-13-14-years-b0glq3pjqx?utm_source=weekly_index_csv,"2026-09-17 10:01:12"
B0C4V1LBD1,Florsheim,"Florsheim Croquet Penny Jr Boys' Toddler-Youth Slip On, 10 W US Toddler, Black",65.95,18.00,73,https://thefashiondeals.com/deal/florsheim-croquet-penny-jr-boys-toddler-youth-slip-on-10-w-us-toddler-black-b0c4v1lbd1?utm_source=weekly_index_csv,"2026-09-17 13:15:52"
B0DPGJZHH3,"Lucky Brand","Lucky Brand Women's Biricha Floral Flat Sandals, Tusk, 8.5 Medium",89.00,24.13,73,https://thefashiondeals.com/deal/lucky-brand-womens-biricha-floral-flat-sandals-tusk-85-medium-b0dpgjzhh3?utm_source=weekly_index_csv,"2026-09-17 12:02:57"
